         963172 function calls (949932 primitive calls) in 4.794 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       69    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        4    0.000    0.000    0.000    0.000 {method 'argsort' of 'numpy.ndarray' objects}
      174    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pandas\core\generic.py:363(attrs)
       22    0.000    0.000    0.001    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\ast.py:34(parse)
        3    0.000    0.000    0.004    0.001 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\patches.py:2211(__init_subclass__)
       29    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\pathlib.py:583(name)
       14    0.000    0.000    0.011    0.001 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\tkinter\ttk.py:665(__init__)
        2    0.000    0.000    0.001    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pandas\core\generic.py:7142(fillna)
        1    0.000    0.000    0.001    0.001 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\_fontconfig_pattern.py:57(_make_fontconfig_parser)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\transforms.py:211(BboxBase)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\tri\_triinterpolate.py:578(_ReducedHCT_Element)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\mpl_toolkits\mplot3d\proj3d.py:1(<module>)
       24    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\enum.py:973(_find_data_repr_)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\colorbar.py:195(Colorbar)
       16    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
       25    0.000    0.000    0.000    0.000 {method 'max' of 'numpy.ndarray' objects}
        6    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pandas\core\internals\blocks.py:225(_consolidate_key)
        1    0.000    0.000    0.014    0.014 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\traceback.py:399(_extract_from_extended_frame_gen)
       25    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\numpy\core\fromnumeric.py:2421(all)
        1    0.000    0.000    0.014    0.014 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\__init__.py:253(_check_versions)
       15    0.000    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
       18    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
        2    0.000    0.000    0.001    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pandas\core\generic.py:1870(_get_label_or_level_values)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\mpl_toolkits\mplot3d\axis3d.py:38(Axis)
        1    0.000    0.000    0.004    0.004 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\path.py:1(<module>)
       25    0.000    0.000    0.001    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pandas\core\nanops.py:389(new_func)
      114    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pandas\core\internals\managers.py:180(blknos)
        1    0.000    0.000    0.002    0.002 G:\マイドライブ\staff_manegement_project\staff_manegement_app\GUI_Logic\Logic_etc.py:56(Toggle_buttton_set)
      134    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\axis.py:43(Tick)
        2    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pandas\core\internals\managers.py:2259(_consolidate)
      201    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\rcsetup.py:59(func)
       29    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pyparsing\core.py:5618(__init__)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\texmanager.py:56(TexManager)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pandastable\headers.py:520(__init__)
      180    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\tkinter\ttk.py:327(setup_master)
        1    0.000    0.000    0.002    0.002 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\packaging\version.py:159(Version)
       11    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\rcsetup.py:336(_validate_cmap)
       39    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\pathlib.py:447(__fspath__)
       28    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\configparser.py:378(_interpolate_some)
      153    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1153(__init__)
        1    0.000    0.000    0.001    0.001 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\webbrowser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\transforms.py:677(Bbox)
        8    0.000    0.000    0.032    0.004 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\platform.py:978(system)
       27    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\logging\__init__.py:208(_checkLevel)
        1    0.000    0.000    0.004    0.004 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pandastable\data.py:1(<module>)
     10/4    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pyparsing\core.py:4226(streamline)
       57    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\inspect.py:2500(<lambda>)
       42    0.000    0.000    0.001    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pandas\core\dtypes\missing.py:101(isna)
       13    0.000    0.000    0.004    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\rcsetup.py:401(validate_font_properties)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pyparsing\unicode.py:99(identbodychars)
        1    0.000    0.000    0.015    0.015 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\projections\geo.py:1(<module>)
        1    0.000    0.000    0.001    0.001 G:\マイドライブ\staff_manegement_project\staff_manegement_app\GUI\staff_search_gui.py:158(search_result_list)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\contour.py:72(ContourLabeler)
       76    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pandas\core\series.py:707(dtype)
        1    0.000    0.000    0.007    0.007 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\mathtext.py:1(<module>)
      171    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pyparsing\core.py:1742(leave_whitespace)
       62    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\patches.py:2285(_register_style)
      117    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pandas\core\internals\blocks.py:1249(shape)
        2    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\dataclasses.py:568(_init_fn)
       23    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pyparsing\core.py:5165(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\pathlib.py:1398(expanduser)
        1    0.000    0.000    0.023    0.023 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\platform.py:445(win32_ver)
       28    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\configparser.py:247(__init__)
       15    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\rcsetup.py:85(_listify_validator)
       25    0.000    0.000    0.001    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pandas\core\series.py:6509(max)
       14    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
      144    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pandas\core\internals\managers.py:1940(_block)
       47    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pandas\util\_validators.py:226(validate_bool_kwarg)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\artist.py:117(Artist)
        1    0.000    0.000    0.006    0.006 G:\マイドライブ\staff_manegement_project\staff_manegement_app\data\SQL_center.py:184(column_names_get)
      138    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\cycler\__init__.py:247(<genexpr>)
       30    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\mysql\connector\connection_cext.py:984(handle_unread_result)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\backend_bases.py:153(RendererBase)
       10    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\tkinter\__init__.py:2456(pack_configure)
        1    0.000    0.000    0.004    0.004 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\axes\_secondary_axes.py:1(<module>)
        6    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\_api\deprecation.py:506(suppress_matplotlib_deprecation_warning)
        1    0.000    0.000    0.004    0.004 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\table.py:1(<module>)
        8    0.000    0.000    0.000    0.000 {built-in method nt._getfullpathname}
       15    0.000    0.000    0.008    0.001 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\tkinter\ttk.py:699(__init__)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\backend_bases.py:763(GraphicsContextBase)
      174    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pandas\core\flags.py:55(allows_duplicate_labels)
       12    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\mysql\connector\constants.py:589(get_default)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pandastable\headers.py:50(__init__)
        6    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\mysql\connector\abstracts.py:940(set_client_flags)
        1    0.000    0.000    0.002    0.002 G:\マイドライブ\staff_manegement_project\staff_manegement_app\GUI\new_staff_gui.py:333(post_number_area)
       25    0.000    0.000    0.004    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\tkinter\__init__.py:2882(create_text)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\bezier.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
      122    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\collections\__init__.py:429(<genexpr>)
       57    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\typing.py:1538(<genexpr>)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\backend_tools.py:896(ToolHelpBase)
      102    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pyparsing\exceptions.py:46(__init__)
       90    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\cycler\__init__.py:185(keys)
        1    0.000    0.000    0.003    0.003 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\tkinter\filedialog.py:1(<module>)
       11    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\functools.py:651(cache)
      220    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\numpy\core\multiarray.py:153(concatenate)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\patches.py:3086(ArrowStyle)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\category.py:1(<module>)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\PIL\ImageColor.py:1(<module>)
       98    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\configparser.py:852(optionxform)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\scale.py:737(_get_scale_docs)
       33    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\tkinter\__init__.py:1628(getint_event)
       10    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\typing.py:726(Optional)
